
Racial Bonuses:
50% bonus to Energy Sentry Optimal Range
25% bonus to Energy Sentry Damage
50% bonus to Silo Cargo Capacity,864000,864000,864000,648000
Guristas Control Tower Medium,27698,27595,The Guristas Control Tower is an enhanced version of the Caldari control tower utilizing the latest frontier design techniques to increase its defenses and efficiency.

Racial Bonuses:
25% bonus to Missile Battery Rate of Fire
50% bonus to Missile Velocity
-75% bonus to Electronic Warfare Battery Target Cycling Speed,1296000,1296000,1296000,972000
Dread Guristas Control Tower Medium,27704,27597,The Dread Guristas Control Tower is a special enhanced version of the Caldari control tower utilizing the latest in cutting edge design techniques.

Racial Bonuses:
25% bonus to Missile Battery Rate of Fire
50% bonus to Missile Velocity
-75% bonus to Electronic Warfare Battery Target Cycling Speed,1296000,1296000,1296000,972000
Guristas Control Tower Small,27697,27598,The Guristas Control Tower is an enhanced version of the Caldari control tower utilizing the latest frontier design techniques to increase its defenses and efficiency.

Racial Bonuses:
25% bonus to Missile Battery Rate of Fire
50% bonus to Missile Velocity
-75% bonus to Electronic Warfare Battery Target Cycling Speed,864000,864000,864000,648000
Dread Guristas Control Tower Small,27703,27600,The Dread Guristas Control Tower is a special enhanced version of the Caldari control tower utilizing the latest in cutting edge design techniques.

Racial Bonuses:
25% bonus to Missile Battery Rate of Fire
50% bonus to Missile Velocity
-75% bonus to Electronic Warfare Battery Target Cycling Speed,864000,864000,864000,648000
Serpentis Control Tower Medium,27707,27601,The Serpentis Control Tower is an enhanced version of the Gallente control tower utilizing the latest frontier design techniques to increase its defenses and efficiency.


Racial Bonuses:
25% bonus to Hybrid Sentry Damage
100% bonus to Silo Cargo Capacity,1296000,1296000,1296000,972000
Shadow Control Tower Medium,27712,27603,The Shadow Control Tower is a special enhanced version of the Gallente control tower utilizing the latest in cutting edge design techniques.

Racial Bonuses:
25% bonus to Hybrid Sentry Damage
100% bonus to Silo Cargo Capacity,1296000,1296000,1296000,972000
Serpentis Control Tower Small,27708,27604,The Serpentis Control Tower is an enhanced version of the Gallente control tower utilizing the latest frontier design techniques to increase its defenses and efficiency.

Racial Bonuses:
25% bonus to Hybrid Sentry Damage
100% bonus to Silo Cargo Capacity,864000,864000,864000,648000
Shadow Control Tower Small,27714,27606,The Shadow Control Tower is a special enhanced version of the Gallente control tower utilizing the latest in cutting edge design techniques.

Racial Bonuses:
25% bonus to Hybrid Sentry Damage
100% bonus to Silo Cargo Capacity,864000,864000,864000,648000
Angel Control Tower Medium,27680,27607,The Angel Control Tower is an enhanced version of the Matari control tower utilizing the latest frontier design techniques to increase its defenses and efficiency.

Racial Bonuses:
50% bonus to Projectile Sentry Optimal Range
50% bonus to Projectile Sentry Fall Off Range
25% bonus to Projectile Sentry RoF,1296000,1296000,1296000,972000
Domination Control Tower Medium,27694,27609,The Domination Control Tower is a special enhanced version of the Matari control tower utilizing the latest in cutting edge design techniques.

Racial Bonuses:
50% bonus to Projectile Sentry Optimal Range
50% bonus to Projectile Sentry Fall Off Range
25% bonus to Projectile Sentry RoF,1296000,1296000,1296000,972000
Angel Control Tower Small,27681,27610,The Angel Control Tower is an enhanced version of the Matari control tower utilizing the latest frontier design techniques to increase its defenses and efficiency.

Racial Bonuses:
50% bonus to Projectile Sentry Optimal Range
50% bonus to Projectile Sentry Fall Off Range
25% bonus to Projectile Sentry RoF,864000,864000,864000,648000
Domination Control Tower Small,27696,27612,The Domination Control Tower is a special enhanced version of the Matari control tower utilizing the latest in cutting edge design techniques.

Racial Bonuses:
50% bonus to Projectile Sentry Optimal Range
50% bonus to Projectile Sentry Fall Off Range
25% bonus to Projectile Sentry RoF,864000,864000,864000,648000
Serpentis Medium Blaster Battery,27847,27613,"Fires a barrage of large hybrid slugs at those the Control Tower deems its enemies. Only effective at fairly close ranges, but very deadly in terms of sheer damage output. ",162000,162000,162000,121500
Shadow Medium Blaster Battery,27852,27615,"Fires a barrage of large hybrid slugs at those the Control Tower deems its enemies. Only effective at fairly close ranges, but very deadly in terms of sheer damage output. ",162000,162000,162000,121500
Serpentis Medium Railgun Battery,27844,27616,Fires a barrage of large hybrid slugs at those the Control Tower deems its enemies. Provides high damage output and is effective at long ranges.,162000,162000,162000,121500
Shadow Medium Railgun Battery,27851,27618,Fires a barrage of large hybrid slugs at those the Control Tower deems its enemies. Provides high damage output and is effective at long ranges.,162000,162000,162000,121500
Serpentis Small Blaster Battery,27846,27619,"Fires a barrage of medium hybrid slugs at those the Control Tower deems its enemies. Only effective at fairly close ranges, but deadly in terms of sheer damage output. ",108000,108000,108000,81000
Shadow Small Blaster Battery,27853,27621,"Fires a barrage of medium hybrid slugs at those the Control Tower deems its enemies. Only effective at fairly close ranges, but deadly in terms of sheer damage output. ",108000,108000,108000,81000
Serpentis Small Railgun Battery,27845,27622,Fires a barrage of medium hybrid slugs at those the Control Tower deems its enemies. Provides high damage output and is effective at long ranges.,108000,108000,108000,81000
Shadow Small Railgun Battery,27854,27624,Fires a barrage of medium hybrid slugs at those the Control Tower deems its enemies. Provides high damage output and is effective at long ranges.,108000,108000,108000,81000
Blood Medium Beam Laser Battery,27821,27625,"Fires a deep modulated energy beam using large sized frequency crystals at those the Control Tower deems its enemies. Effective at long ranges, but tracks relatively slowly and has a low rate of fire. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",162000,162000,162000,121500
Dark Blood Medium Beam Laser Battery,27827,27627,"Fires a deep modulated energy beam using large sized frequency crystals at those the Control Tower deems its enemies. Effective at long ranges, but tracks relatively slowly and has a low rate of fire. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",162000,162000,162000,121500
Blood Medium Pulse Laser Battery,27822,27628,"Fires a pulsed energy beam using large sized frequency crystals at those the Control Tower deems its enemies. Effective at fairly long ranges, tracks fast and has a higher rate of fire than its beam laser counterpart. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",162000,162000,162000,121500
Dark Blood Medium Pulse Laser Battery,27828,27630,"Fires a pulsed energy beam using large sized frequency crystals at those the Control Tower deems its enemies. Effective at fairly long ranges, tracks fast and has a higher rate of fire than its beam laser counterpart. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",162000,162000,162000,121500
Blood Small Beam Laser Battery,27823,27631,"Fires a deep modulated energy beam using medium sized frequency crystals at those the Control Tower deems its enemies. Effective at relatively long ranges, but tracks fairly slowly and has a low rate of fire. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",108000,108000,108000,81000
Dark Blood Small Beam Laser Battery,27829,27633,"Fires a deep modulated energy beam using medium sized frequency crystals at those the Control Tower deems its enemies. Effective at relatively long ranges, but tracks fairly slowly and has a low rate of fire. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",108000,108000,108000,81000
Blood Small Pulse Laser Battery,27824,27634,"Fires a pulsed energy beam using medium sized frequency crystals at those the Control Tower deems its enemies. Effective only at relatively short range, but tracks very fast and has a higher rate of fire than any other laser battery. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",108000,108000,108000,81000
Dark Blood Small Pulse Laser Battery,27830,27636,"Fires a pulsed energy beam using medium sized frequency crystals at those the Control Tower deems its enemies. Effective only at relatively short range, but tracks very fast and has a higher rate of fire than any other laser battery. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",108000,108000,108000,81000
Guristas Cruise Missile Battery,27946,27638,A launcher array designed to fit cruise missiles. Fires at those the Control Tower deems its enemies.
,108000,108000,108000,81000
Dread Guristas Cruise Missile Battery,27947,27640,A launcher array designed to fit cruise missiles. Fires at those the Control Tower deems its enemies.
,108000,108000,108000,81000
Guristas Torpedo Battery,27945,27641,A launcher array designed to fit torpedos. Fires at those the Control Tower deems its enemies.
,162000,162000,162000,121500
Dread Guristas Torpedo Battery,27948,27643,A launcher array designed to fit torpedos. Fires at those the Control Tower deems its enemies.
,162000,162000,162000,121500
Angel Medium Artillery Battery,27835,27644,"Fires a barrage of large projectiles at those the Control Tower deems its enemies. Very effective at long-range bombardment and packs a punch, but lacks the speed to track fast and up-close targets effectively. ",162000,162000,162000,121500
Domination Medium Artillery Battery,27838,27646,"Fires a barrage of large projectiles at those the Control Tower deems its enemies. Very effective at long-range bombardment and packs a punch, but lacks the speed to track fast and up-close targets effectively. ",162000,162000,162000,121500
Angel Medium AutoCannon Battery,27833,27647,"Fires a barrage of large projectiles at those the Control Tower deems its enemies. Maintains a consistent spread of fire and is able to track fast-moving targets, but lacks some of the power of its artillery counterpart.",162000,162000,162000,121500
Domination Medium AutoCannon Battery,27841,27649,"Fires a barrage of large projectiles at those the Control Tower deems its enemies. Maintains a consistent spread of fire and is able to track fast-moving targets, but lacks some of the power of its artillery counterpart.",162000,162000,162000,121500
Angel Small Artillery Battery,27836,27650,"Fires a barrage of medium projectiles at those the Control Tower deems its enemies. Effective at long-range bombardment and can do some damage, but lacks the speed to track the fastest targets.",108000,108000,108000,81000
Domination Small Artillery Battery,27837,27652,"Fires a barrage of medium projectiles at those the Control Tower deems its enemies. Effective at long-range bombardment and can do some damage, but lacks the speed to track the fastest targets.",108000,108000,108000,81000
Angel Small AutoCannon Battery,27834,27653,"Fires a barrage of medium projectiles at those the Control Tower deems its enemies. Maintains a very rapid spread of fire and is able to track the fastest targets at close ranges, but lacks some of the punch evidenced by its artillery counterpart.",108000,108000,108000,81000
Domination Small AutoCannon Battery,27842,27655,"Fires a barrage of medium projectiles at those the Control Tower deems its enemies. Maintains a very rapid spread of fire and is able to track the fastest targets at close ranges, but lacks some of the punch evidenced by its artillery counterpart.",108000,108000,108000,81000
Foundation Upgrade Platform,27657,27656,The Foundation upgrade platform is the first level of available upgrade platforms for deep-space outposts. It allows for the installation of 1 Tier 1 outpost improvement.,3840000,2560000,1280000,3600000
Pedestal Upgrade Platform,27659,27658,The Pedestal upgrade platform is the second level of available upgrade platforms for deep-space outposts. It allows for the installation of 1 Tier 1 improvement and 1 Tier 2 improvement.

Note: A Foundation outpost upgrade is a prerequisite for the installation of the Pedestal upgrade.,3840000,2560000,1280000,3600000
Monument Upgrade Platform,27661,27660,"The Monument upgrade platform is the third and highest level of available upgrade platforms for deep-space outposts. It allows for the installation of 1 Tier 1 improvement, 1 Tier 2 improvement and 1 Tier 3 improvement.

Note: The Foundation and Pedestal outpost upgrades are prerequisites for the installation of the Monument upgrade.",3840000,2560000,1280000,3600000
Amarr Basic Outpost Factory Platform,27663,27662,A basic upgrade to Amarr Outpost manufacturing capabilities. Gives an additional twenty factory slots and increases the manufacturing time reduction on all Tech I ships to 40%.,3840000,2560000,1280000,3600000
Amarr Advanced Outpost Factory Platform,27665,27664,An advanced upgrade to Amarr Outpost manufacturing capabilities. Gives an additional sixty factory slots and increases the manufacturing time reduction on all Tech I ships to 60%.,3840000,2560000,1280000,3600000
Amarr Outpost Factory Platform,27667,27666,An intermediate upgrade to Amarr Outpost manufacturing capabilities. Gives an additional forty factory slots and increases the manufacturing time reduction on all Tech I ships to 50%.,3840000,2560000,1280000,3600000
Energy Neutralizing Battery,2799,27672,Like an Energy Neutralizer only bigger and nastier.,216000,216000,216000,216000
Cynosural Generator Array,2788,27673,"Stationary Cynosural Generator, for rapid relocation of jump-capable vessels.",864000,864000,864000,864000
Cynosural System Jammer,2789,27674,Creates a system-wide inhibitor field which prevents cynosural generators except covert cynosural generators from functioning.  ,864000,864000,864000,864000
Remote ECM Burst I,27679,27678,"Emits an area-of-effect electronic burst, centered on the designated target, which has a chance to momentarily disrupt the target locks of any ship within range, including ships normally immune to all forms of electronic warfare.

Note: Only Supercarriers can fit modules of this type. Only one module of this type can be fit per Supercarrier.",540000,360000,900000,1350000
Sansha Large Beam Laser Battery,27808,27766,"Fires a deep modulated energy beam using extra large sized frequency crystals at those the Control Tower deems its enemies. Effective at very long ranges, but tracks slowly and has a low rate of fire. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",216000,216000,216000,162000
Sansha Large Pulse Laser Battery,27807,27767,"Fires a pulsed energy beam using extra large sized frequency crystals at those the Control Tower deems its enemies. Effective at fairly long ranges, tracks moderately fast and has a higher rate of fire than its beam laser counterpart. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",216000,216000,216000,162000
Sansha Medium Beam Laser Battery,27809,27768,"Fires a deep modulated energy beam using large sized frequency crystals at those the Control Tower deems its enemies. Effective at long ranges, but tracks relatively slowly and has a low rate of fire. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",162000,162000,162000,121500
Sansha Medium Pulse Laser Battery,27810,27769,"Fires a pulsed energy beam using large sized frequency crystals at those the Control Tower deems its enemies. Effective at fairly long ranges, tracks fast and has a higher rate of fire than its beam laser counterpart. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",162000,162000,162000,121500
Sansha Small Beam Laser Battery,27812,27770,"Fires a deep modulated energy beam using medium sized frequency crystals at those the Control Tower deems its enemies. Effective at relatively long ranges, but tracks fairly slowly and has a low rate of fire. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",108000,108000,108000,81000
Sansha Small Pulse Laser Battery,27811,27771,"Fires a pulsed energy beam using medium sized frequency crystals at those the Control Tower deems its enemies. Effective only at relatively short range, but tracks very fast and has a higher rate of fire than any other laser battery. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",108000,108000,108000,81000
True Sansha Large Beam Laser Battery,27818,27772,"Fires a deep modulated energy beam using extra large sized frequency crystals at those the Control Tower deems its enemies. Effective at very long ranges, but tracks slowly and has a low rate of fire. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",216000,216000,216000,162000
True Sansha Large Pulse Laser Battery,27817,27773,"Fires a pulsed energy beam using extra large sized frequency crystals at those the Control Tower deems its enemies. Effective at fairly long ranges, tracks moderately fast and has a higher rate of fire than its beam laser counterpart. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",216000,216000,216000,162000
True Sansha Medium Beam Laser Battery,27816,27774,"Fires a deep modulated energy beam using large sized frequency crystals at those the Control Tower deems its enemies. Effective at long ranges, but tracks relatively slowly and has a low rate of fire. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",162000,162000,162000,121500
True Sansha Medium Pulse Laser Battery,27815,27775,"Fires a pulsed energy beam using large sized frequency crystals at those the Control Tower deems its enemies. Effective at fairly long ranges, tracks fast and has a higher rate of fire than its beam laser counterpart. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",162000,162000,162000,121500
True Sansha Small Beam Laser Battery,27813,27776,"Fires a deep modulated energy beam using medium sized frequency crystals at those the Control Tower deems its enemies. Effective at relatively long ranges, but tracks fairly slowly and has a low rate of fire. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",108000,108000,108000,81000
True Sansha Small Pulse Laser Battery,27814,27777,"Fires a pulsed energy beam using medium sized frequency crystals at those the Control Tower deems its enemies. Effective only at relatively short range, but tracks very fast and has a higher rate of fire than any other laser battery. Note: Placing a new type of crystal into the crystal compartment will result in the destruction of the crystal being replaced.",108000,108000,108000,81000
Serpentis Sensor Dampening Battery,27873,27778,Deployable structure that cycle dampens enemy sensors.,86400,86400,86400,86400
Shadow Sensor Dampening Battery,27874,27779,Deployable structure that cycle dampens enemy sensors.,86400,86400,86400,86400
Sansha Control Tower,27781,27780,The Sansha Control Tower is an enhanced version of the Amarr control tower utilizing the latest frontier design techniques to increase its defenses and efficiency.

Racial Bonuses:
50% bonus to Energy Sentry Optimal Range
25% bonus to Energy Sentry Damage
50% bonus to Silo Cargo Capacity,1728000,1728000,1728000,1296000
Sansha Control Tower Medium,27783,27782,The Sanshas Control Tower is an enhanced version of the Amarr control tower utilizing the latest frontier design techniques to increase its defenses and efficiency.

Racial Bonuses:
50% bonus to Energy Sentry Optimal Range
25% bonus to Energy Sentry Damage
50% bonus to Silo Cargo Capacity,1296000,1296000,1296000,972000
Sansha Control Tower Small,27785,27784,The Sanshas Control Tower is an enhanced version of the Amarr control tower utilizing the latest frontier design techniques to increase its defenses and efficiency.

Racial Bonuses:
50% bonus to Energy Sentry Optimal Range
25% bonus to Energy Sentry Damage
50% bonus to Silo Cargo Capacity,864000,864000,864000,648000
True Sansha Control Tower,27787,27786,The True Sansha Control Tower is a special enhanced version of the Amarrian control tower utilizing the latest in cutting edge design techniques.

Racial Bonuses:
50% bonus to Energy Sentry Optimal Range
25% bonus to Energy Sentry Damage
50% bonus to Silo Cargo Capacity,1728000,1728000,1728000,1296000
True Sansha Control Tower Medium,27789,27788,The True Sansha Control Tower is a special enhanced version of the Amarrian control tower utilizing the latest in cutting edge design techniques.

Racial Bonuses:
50% bonus to Energy Sentry Optimal Range
25% bonus to Energy Sentry Damage
50% bonus to Silo Cargo Capacity,1296000,1296000,1296000,972000
True Sansha Control Tower Small,27791,27790,The True Sansha Control Tower is a special enhanced version of the Amarrian control tower utilizing the latest in cutting edge design techniques.

Racial Bonuses:
50% bonus to Energy Sentry Optimal Range
25% bonus to Energy Sentry Damage
50% bonus to Silo Cargo Capacity,864000,864000,864000,648000
Sansha Energy Neutralizing Battery,27877,27855,An enhanced version of the Imperial Navy Energy Neutralizing Array.,86400,86400,86400,86400
True Sansha Energy Neutralizing Battery,27878,27856,An enhanced version of the Imperial Navy Energy Neutralizing Array.,86400,86400,86400,86400
Blood Energy Neutralizing Battery,27875,27857,An enhanced version of the Imperial Navy Energy Neutralizing Array.,86400,86400,86400,86400
Dark Blood Energy Neutralizing Battery,27876,27858,An enhanced version of the Imperial Navy Energy Neutralizing Array.,86400,86400,86400,86400
Jump Bridge,2800,27897,"Jump Bridges allow corporations to link two Starbases in nearby systems and establish an artificial jump corridor, granting instantaneous transit capability between the two.

Jump Bridges have a defined maximum range and cannot link to other Bridges outside this range. It is recommended that corporations check that their intended anchoring locations are in range of each other before purchasing the necessary structures.",864000,864000,864000,864000
Large Remote Hull Repairer I,27905,27904,This module uses nano-assemblers to repair damage done to the hull of the Target ship.,12000,12000,12000,9000
Concussion Bomb,27913,27912,"Radiates an omnidirectional pulse upon detonation that causes kinetic damage to surrounding vessels. The bomb employs an advanced armor hardening system which makes it highly resistant to kinetic damage, thus enabling delivery of multiple bombs to a given target area.",12000,12000,12000,9000
Bomb Launcher I,27915,27914,"A missile launcher bay module facilitating bomb preparation, and deployment. 

Bomb Launchers can only be equipped by Stealth Bombers and each bomber can only equip one bomb launcher. 
",12000,12000,12000,9000
Scorch Bomb,27917,27916,"Radiates an omnidirectional pulse upon detonation that causes thermal damage to surrounding vessels. The bomb employs an advanced armor hardening system which makes it highly resistant to thermal damage, thus enabling delivery of multiple bombs to a given target area.",12000,12000,12000,9000
Shrapnel Bomb,27919,27918,"Radiates an omnidirectional pulse upon detonation that causes explosive damage to surrounding vessels. The bomb employs an advanced armor hardening system which makes it highly resistant to explosive damage, thus enabling delivery of multiple bombs to a given target area.",12000,12000,12000,9000
Electron Bomb,27921,27920,"Radiates an omnidirectional pulse upon detonation that causes EM damage to surrounding vessels. The bomb employs an advanced armor hardening system which makes it highly resistant to EM damage, thus enabling delivery of multiple bombs to a given target area.",12000,12000,12000,9000
Lockbreaker Bomb,27923,27922,Emits random electronic bursts which have a chance of momentarily disrupting target locks on ships within range.,12000,12000,12000,9000
Void Bomb,27925,27924,Radiates an omnidirectional pulse upon detonation that neutralizes a portion of the energy in the surrounding vessels.,12000,12000,12000,9000
Medium Remote Hull Repairer I,27931,27930,This module uses nano-assemblers to repair damage done to the hull of the Target ship.,12000,12000,12000,9000
Small Remote Hull Repairer I,27933,27932,This module uses nano-assemblers to repair damage done to the hull of the Target ship.,12000,12000,12000,9000
Capital Remote Hull Repairer I,27935,27934,This module uses nano-assemblers to repair damage done to the hull of the Target ship.
Note: May only be fitted to capital class ships.,540000,360000,900000,120000
Caldari Basic Outpost Factory Platform,27938,27937,A basic upgrade to Caldari Outpost manufacturing capabilities. Gives an additional five factory slots and gives a manufacturing time reduction on all Tech II components of 20%.,3840000,2560000,1280000,3600000
Gallente Basic Outpost Factory Platform,27940,27939,A basic upgrade to Gallente Outpost manufacturing capabilities. Gives a manufacturing time reduction on all Capital Construction Components of 20%,3840000,2560000,1280000,3600000
Minmatar Basic Outpost Factory Platform,27942,27941,A basic upgrade to Minmatar Outpost manufacturing capabilities. Gives a manufacturing time reduction on all Modules of 20%.,3840000,2560000,1280000,3600000
Triage Module I,27952,27951,"An electronic interface designed to augment and enhance a carrier's defenses and logistical abilities. Through a series of electromagnetic polarity field shifts, the triage module diverts energy from the ship's propulsion and warp systems to lend additional power to its defensive and logistical capabilities.

This results in a great increase in the carrier's ability to provide aid to members of its fleet, as well as a greatly increased rate of defensive self-sustenance. Due to the ionic flux created by the triage module, remote effects like warp scrambling et al. will not affect the ship while in triage mode.

This also means that friendly remote effects will not work while in triage mode either. The flux only disrupts incoming effects, however, meaning the carrier can still provide aid to its cohorts. Sensor strength and targeting capabilities are also significantly boosted. In addition, the lack of power to locomotion systems means that neither standard propulsion nor warp travel are available to the ship, nor is the carrier able to dock until out of triage mode. Finally, any drones or fighters currently in space will be abandoned when the module is activated.

Note: A triage module requires Strontium Clathrates to run and operate effectively. Only one triage module can be run at any given time, so fitting more than one has no practical use. The remote repair module bonuses are only applied to capital sized modules. The amount of shield boosting gained from the Triage Module is subject to a stacking penalty when used with other similar modules that affect the same attribute on the ship.

This module can only be fit on Carriers.",540000,360000,900000,9000
Caldari Outpost Factory Platform,27958,27957,An intermediate upgrade to Caldari Outpost manufacturing capabilities. Gives an additional ten factory slots and increases the manufacturing time reduction on all Tech II components to 40%.,3840000,2560000,1280000,3600000
Caldari Advanced Outpost Factory Platform,27960,27959,An advanced upgrade to Caldari Outpost manufacturing capabilities. Gives an additional fifteen factory slots and increases the manufacturing time reduction on all Tech II components to 60%.,3840000,2560000,1280000,3600000
Amarr Basic Outpost Plant Platform,27962,27961,A basic upgrade to Amarr Outpost manufacturing capabilities. Gives an additional twenty factory slots and increases the manufacturing time reduction on all Tech II ships to 40%.,3840000,2560000,1280000,3600000
Amarr Outpost Plant Platform,27964,27963,An intermediate upgrade to Amarr Outpost manufacturing capabilities. Gives an additional forty factory slots and increases the manufacturing time reduction on all Tech II ships to 50%.,3840000,2560000,1280000,3600000
Amarr Advanced Outpost Plant Platform,27966,27965,An advanced upgrade to Amarr Outpost manufacturing capabilities. Gives an additional sixty factory slots and increases the manufacturing time reduction on all Tech II ships to 60%.,3840000,2560000,1280000,3600000
Gallente Outpost Factory Platform,27968,27967,An intermediate upgrade to Gallente Outpost manufacturing capabilities. Increases the manufacturing time reduction on all Capital Construction Components to 40%.,3840000,2560000,1280000,3600000
Gallente Advanced Outpost Factory Platform,27970,27969,An advanced upgrade to Gallente Outpost manufacturing capabilities. Increases the manufacturing time reduction on all Capital Construction Components ships to 60%.,3840000,2560000,1280000,3600000
Minmatar Outpost Factory Platform,27972,27971,An intermediate upgrade to Minmatar Outpost manufacturing capabilities. Increases the manufacturing time reduction on all Modules to 40%.,3840000,2560000,1280000,3600000
Minmatar Advanced Outpost Factory Platform,27974,27973,An advanced upgrade to Minmatar Outpost manufacturing capabilities. Increases the manufacturing time reduction on all Modules to 60%.,3840000,2560000,1280000,3600000
Gallente Outpost Plant Platform,27976,27975,An intermediate upgrade to Gallente Outpost manufacturing capabilities. Gives an additional ten factory slots.,3840000,2560000,1280000,3600000
Gallente Advanced Outpost Plant Platform,27978,27977,An advanced upgrade to Gallente Outpost manufacturing capabilities. Gives an additional fifteen factory slots.,3840000,2560000,1280000,3600000
Minmatar Outpost Plant Platform,27980,27979,An intermediate upgrade to Minmatar Outpost manufacturing capabilities. Gives an additional fifteen factory slots.,3840000,2560000,1280000,3600000
Minmatar Advanced Outpost Plant Platform,27982,27981,An advanced upgrade to Minmatar Outpost manufacturing capabilities. Gives an additional twenty factory slots.,3840000,2560000,1280000,3600000
Gallente Basic Outpost Plant Platform,27984,27983,A basic upgrade to Gallente Outpost manufacturing capabilities. Gives an additional five factory slots.,3840000,2560000,1280000,3600000
Minmatar Basic Outpost Plant Platform,27986,27985,A basic upgrade to Minmatar Outpost manufacturing capabilities. Gives an additional fifteen factory slots.,3840000,2560000,1280000,3600000
Amarr Basic Outpost Laboratory Platform,27988,27987,"A basic upgrade to Amarr Outpost research capabilities. Gives an additional two ME, PE and Copy slots and gives a research time reduction on all PE research of 20%.",3840000,2560000,1280000,3600000
Amarr Outpost Laboratory Platform,27990,27989,"An intermediate upgrade to Amarr Outpost research capabilities. Gives an additional five ME, PE and Copy slots and increases the research time reduction on all PE research to 40%.",3840000,2560000,1280000,3600000
Amarr Advanced Outpost Laboratory Platform,27992,27991,"An advanced upgrade to Amarr Outpost research capabilities. Gives an additional seven ME, PE and Copy slots and increases the research time reduction on all PE research to 60%.",3840000,2560000,1280000,3600000
Caldari Basic Outpost Laboratory Platform,27994,27993,"A basic upgrade to Caldari Outpost research capabilities. Gives an additional ten ME, PE and Copy slots.",3840000,2560000,1280000,3600000
Caldari Outpost Laboratory Platform,27996,27995,"An intermediate upgrade to Caldari Outpost research capabilities. Gives an additional twenty ME, PE and Copy slots and increases the research time reduction on all ME, PE and Copy research to 40%.",3840000,2560000,1280000,3600000
Caldari Advanced Outpost Laboratory Platform,27998,27997,"An advanced upgrade to Caldari Outpost research capabilities. Gives an additional thirty ME, PE and Copy slots and increases the research time reduction on all ME, PE and Copying research to 50%.",3840000,2560000,1280000,3600000
Caldari Basic Outpost Research Facility Platform,28000,27999,A basic upgrade to Caldari Outpost research capabilities. Gives an additional ten Invention slots and gives a research time reduction on all Invention research of 20%.,3840000,2560000,1280000,3600000
Caldari Outpost Research Facility Platform,28002,28001,An intermediate upgrade to Caldari Outpost research capabilities. Gives an additional twenty Invention slots and increases the research time reduction on all Invention research to 40%.,3840000,2560000,1280000,3600000
Caldari Advanced Outpost Research Facility Platform,28004,28003,An advanced upgrade to Caldari Outpost research capabilities. Gives an additional thirty Invention slots and gives a research time reduction on all Invention research of 60%.,3840000,2560000,1280000,3600000
Gallente Basic Outpost Laboratory Platform,28006,28005,"A basic upgrade to Gallente Outpost research capabilities. Gives an additional five ME, PE and Copy slots and gives a research time reduction on all Copying research of 20%.",3840000,2560000,1280000,3600000
Gallente Outpost Laboratory Platform,28008,28007,"An intermediate upgrade to Gallente Outpost research capabilities. Gives an additional seven ME, PE and Copy slots and increases the research time reduction on all Copying research to 40%.",3840000,2560000,1280000,3600000
Gallente Advanced Outpost Laboratory Platform,28010,28009,"An advanced upgrade to Gallente Outpost research capabilities. Gives an additional ten ME, PE and Copy slots and increases the research time reduction on all Copying research to 60%.",3840000,2560000,1280000,3600000
Minmatar Basic Outpost Laboratory Platform,28012,28011,"A basic upgrade to Minmatar Outpost research capabilities. Gives an additional three ME, PE and Copy slots and gives a research time reduction on all ME research of 20%.
",3840000,2560000,1280000,3600000
Minmatar Outpost Laboratory Platform,28014,28013,"An intermediate upgrade to Minmatar Outpost research capabilities. Gives an additional five ME, PE and Copy slots and increases the research time reduction on all ME research to 40%.",3840000,2560000,1280000,3600000
Minmatar Advanced Outpost Laboratory Platform,28016,28015,"An advanced upgrade to Minmatar Outpost research capabilities. Gives an additional seven ME, PE and Copy slots and increases the research time reduction on all ME research to 60%.",3840000,2560000,1280000,3600000
Amarr Basic Outpost Refinery Platform,28018,28017,"Installs a basic refinery into Amarr Outposts, with an efficiency of 10%.",3840000,2560000,1280000,3600000
Amarr Outpost Refinery Platform,28020,28019,An intermediate upgrade to Amarr Outpost refining capabilities. Increases refinery efficiency to 20%.,3840000,2560000,1280000,3600000
